Name,Company,Industry,Region,Company Size,Traffic Source,Site Visits,Session Duration,Emails Opened,Demo Requested,Days Since First Interaction,Converted,Engagement Score,Source Impact Score
Teresa Powell,Taylor Group,Education,South,Large,Organic,39,18.87,19,1,53,1,0.7635911773842808,0.6340975739802719
Robert Smith,Cook PLC,Retail,West,Large,Organic,50,11.29,11,1,357,1,0.7161644403023713,0.6340975739802719
Michele Weber,"Reyes, Barnett and Wong",Education,South,Large,Ads,21,20.75,17,0,260,1,0.575955265610438,0.6415917503966155
Jesse Archer,"Brown, Lyons and Sharp",Healthcare,North,Large,Webinar,7,19.22,0,1,146,1,0.2391011701356529,0.6421080578786672
Darlene Vaughn,Hayes-Collins,Finance,South,Medium,Webinar,38,14.07,20,1,43,1,0.7138863000931965,0.6421080578786672
Jennifer Russell,Sanchez LLC,Retail,South,Medium,Organic,22,6.36,20,1,228,1,0.46836491664077873,0.6340975739802719
Cynthia Smith,Humphrey Ltd,IT,West,Large,Ads,31,18.04,15,1,213,1,0.6307341824583202,0.6415917503966155
Karla Thompson,"Robinson, Thompson and Flores",Healthcare,North,Small,Email,19,6.95,4,0,238,0,0.27772600186393287,0.6447777327388191
Adam Carter,"Rocha, Brown and Stephens",Finance,East,Large,Organic,31,2.54,5,0,363,0,0.3666770218494356,0.6340975739802719
Jordan Murray,"Maldonado, English and Smith",Education,West,Large,Ads,4,26.58,1,0,289,1,0.29460494977736357,0.6415917503966155
Ann Coffey,Berry and Sons,Retail,East,Large,Email,23,23.61,2,0,108,1,0.47095371233302263,0.6447777327388191
Carrie Velez,Cooley PLC,IT,West,Medium,Ads,13,17.28,19,1,302,1,0.4778916847882365,0.6415917503966155
Stephanie Johns,Stevens-Martinez,Finance,North,Small,Organic,30,7.83,5,0,310,0,0.4111007559283421,0.6340975739802719
Heather Haney,Robles Group,Finance,North,Small,Email,42,4.53,19,1,103,1,0.6461634047840944,0.6447777327388191
Susan Stevens,Liu-Gallagher,Education,North,Small,Webinar,31,15.6,13,1,138,1,0.5847571709640675,0.6421080578786672
Evan Garcia,Gross LLC,Education,West,Small,Email,28,23.29,11,1,204,1,0.6126126126126126,0.6447777327388191
Jasmine Roth,"Griffin, Thompson and Escobar",Healthcare,South,Large,Email,28,13.06,8,1,201,1,0.4756135445790618,0.6447777327388191
Stephen Hunt,Romero and Sons,Retail,South,Large,Ads,42,11.19,1,0,70,1,0.528735632183908,0.6415917503966155
Vincent Mcdowell,Colon-Bishop,IT,South,Small,Organic,25,6.38,6,0,72,1,0.35466500983742366,0.6340975739802719
Jerome Lamb,"Carrillo, Fisher and Hamilton",Healthcare,South,Medium,Organic,7,1.27,7,1,36,0,0.12571191881536709,0.6340975739802719
Elijah Santiago,Murillo PLC,Healthcare,East,Large,Ads,3,16.96,12,0,293,1,0.2985399192295744,0.6415917503966155
Bryan Brewer,Shelton-Cook,Retail,East,Large,Email,9,13.48,3,1,60,0,0.23143833488661075,0.6447777327388191
Cody Ramirez,"Cummings, Smith and Williams",Education,West,Large,Organic,8,25.45,13,1,268,0,0.4485865175520348,0.6340975739802719
Amanda Frazier,"Williams, Thompson and Buchanan",Finance,North,Small,Email,41,22.62,9,1,102,1,0.7195816506161334,0.6447777327388191
James Cruz,"Alvarez, Lee and Lee",Retail,North,Medium,Webinar,38,18.58,19,0,276,1,0.750232991612302,0.6421080578786672
Louis Meadows,Cline-Keith,Healthcare,East,Small,Webinar,9,20.03,20,1,156,0,0.4753028890959925,0.6421080578786672
Michael White,Caldwell-Sanchez,Retail,East,Medium,Email,11,24.34,10,0,111,1,0.4370922646784716,0.6447777327388191
Cynthia Anderson,Wagner-Vaughan,Healthcare,North,Small,Email,24,9.11,18,0,356,1,0.49684166925546236,0.6447777327388191
Tara Hodges,Cooper-Gonzales,IT,North,Small,Ads,11,19.97,20,1,206,1,0.4953919436678057,0.6415917503966155
Robert Estrada,Wilson-Lopez,Retail,East,Small,Organic,32,4.91,20,0,127,0,0.5569017293155224,0.6340975739802719
Bryan Stevens,Kelly-Patrick,IT,West,Small,Email,35,26.82,11,1,166,1,0.7216526871699285,0.6447777327388191
Christopher Berry,"Hudson, Dominguez and Parsons",Retail,West,Medium,Organic,48,8.37,19,1,249,1,0.7480584032308171,0.6340975739802719
Jacob Patrick,"Payne, Gonzales and Madden",Healthcare,North,Small,Organic,44,5.27,13,0,55,0,0.612405508957233,0.6340975739802719
David Rasmussen,"Griffin, Walker and Williams",Education,South,Medium,Organic,6,10.56,17,1,139,1,0.3151082116599358,0.6340975739802719
Jaime Chaney,"Acevedo, Mcneil and Berger",Retail,North,Small,Ads,8,26.18,17,1,73,1,0.4975665320492907,0.6415917503966155
Donna Gray,Brooks and Sons,Education,North,Large,Email,42,12.52,20,0,137,1,0.7392564978771875,0.6447777327388191
Beth Burke,Duran LLC,Retail,North,Medium,Ads,21,26.41,19,0,310,1,0.6552759656207932,0.6415917503966155
Elizabeth Fitzgerald,"Smith, Sherman and Byrd",IT,South,Medium,Webinar,5,28.65,1,1,269,1,0.3263953608781195,0.6421080578786672
Andre Carter,Soto-Martin,Healthcare,North,Medium,Webinar,39,15.61,3,1,360,1,0.5641503572538055,0.6421080578786672
George Foley DVM,Contreras-Roberts,Education,East,Small,Email,43,11.57,6,0,312,1,0.5948016982499741,0.6447777327388191
Christopher Hamilton,"Brooks, Howard and Ochoa",Retail,West,Large,Email,42,15.67,3,0,43,0,0.5958372165268717,0.6447777327388191
Maria Ruiz,Harris Ltd,IT,East,Medium,Organic,6,11.57,15,1,158,0,0.3048565807186497,0.6340975739802719
Alexander Murray,"Thomas, Jackson and Taylor",Education,South,Large,Organic,4,19.33,8,1,119,1,0.2920161540851196,0.6340975739802719
Tanya Ortiz,Riddle LLC,Finance,South,Small,Webinar,17,17.67,0,0,219,1,0.326602464533499,0.6421080578786672
Corey Soto,Walker LLC,IT,South,Large,Email,44,1.47,16,0,92,0,0.6041213627420524,0.6447777327388191
Debra Williams,Hensley Inc,Finance,North,Small,Email,17,26.19,6,1,64,1,0.4769597183390286,0.6447777327388191
Matthew Fitzgerald,Mayer Inc,IT,West,Small,Organic,32,20.49,16,1,63,1,0.6768147457802629,0.6340975739802719
Ashley Cervantes,Nelson Ltd,IT,North,Small,Organic,2,1.94,0,1,337,1,0.008387698042870456,0.6340975739802719
Ashlee Welch,Garrett LLC,Finance,West,Large,Ads,39,26.03,6,0,274,1,0.7031169100134618,0.6415917503966155
Sarah Ritter,"Gutierrez, Orr and Greene",Retail,East,Large,Organic,24,29.94,7,1,47,1,0.5986331158744952,0.6340975739802719
Lori Chapman,Richards and Sons,Healthcare,North,Medium,Email,29,19.52,13,1,58,1,0.6046391218805012,0.6447777327388191
Steven Nash,Simmons-Garcia,Finance,West,Small,Organic,16,8.85,10,0,349,0,0.3284663974319147,0.6340975739802719
Jon Olsen,"Hall, Phillips and Fox",Education,East,Medium,Webinar,49,26.49,19,0,260,1,0.9460494977736356,0.6421080578786672
Terry Mueller,"Wong, Martinez and Turner",IT,West,Medium,Ads,29,17.2,19,1,227,1,0.6427461944703324,0.6415917503966155
Lisa Patterson,Smith-Webster,Finance,North,Small,Ads,37,15.18,18,0,360,1,0.6943150046598323,0.6415917503966155
Eddie King,Rivera PLC,Education,East,Large,Email,20,6.22,11,0,6,0,0.3530081805943875,0.6447777327388191
Michelle Pratt,"Randolph, Bailey and Cochran",Finance,West,Large,Email,16,28.81,12,0,25,1,0.5558662110386249,0.6447777327388191
Stanley Fritz,Chavez-Nguyen,IT,East,Large,Organic,5,13.41,9,1,273,0,0.25142383763073417,0.6340975739802719
Michael Foley,Alvarez-Mahoney,Finance,South,Small,Organic,39,7.6,15,0,82,1,0.6054675365020192,0.6340975739802719
Joseph Young,Thompson-Dominguez,IT,North,Large,Organic,17,23.77,10,0,81,1,0.49332090711401055,0.6340975739802719
Evelyn Phillips,"Copeland, Martinez and Martin",Finance,North,Medium,Ads,39,28.26,19,1,23,1,0.8608263435849642,0.6415917503966155
Emily Smith,"Thomas, Smith and Keith",Finance,East,Medium,Webinar,12,23.21,6,1,293,1,0.3943253598426012,0.6421080578786672
Craig Weeks,"Faulkner, Jones and Friedman",Education,West,Small,Email,14,25.48,6,0,14,0,0.4385419902661282,0.6447777327388191
Lori Welch,"Morris, Anderson and Ray",IT,East,Small,Organic,33,13.15,0,1,17,0,0.445479962721342,0.6340975739802719
Laurie Savage,Allen-Bennett,Education,East,Large,Webinar,24,26.9,16,1,272,1,0.6603500051775915,0.6421080578786672
Michael Key,Williams-Garcia,Retail,East,Medium,Organic,8,23.63,11,1,360,1,0.4090297193745469,0.6340975739802719
Lindsey Hall,Burton-Lindsey,Healthcare,West,Large,Webinar,50,19.06,17,1,82,1,0.8587553070311691,0.6421080578786672
William Green,Beltran-Mitchell,Healthcare,West,Medium,Organic,11,7.9,16,0,150,1,0.32898415657036345,0.6340975739802719
Jean Chandler,Mathis Inc,Healthcare,East,Medium,Email,10,22.36,18,1,168,1,0.4890752821787304,0.6447777327388191
Elizabeth Vargas,Perez Inc,Finance,North,Medium,Webinar,43,18.53,15,0,77,0,0.760070415242829,0.6421080578786672
Dr. Amanda Fritz,Warren-Keller,Finance,North,Small,Email,4,6.13,1,0,340,1,0.08284146215180696,0.6447777327388191
Elizabeth Sanchez,"Bartlett, Brock and Blake",Retail,South,Large,Ads,13,23.4,15,0,272,0,0.4998446722584653,0.6415917503966155
Russell Sanchez,"Alexander, Murray and Moore",IT,North,Medium,Email,16,16.73,11,0,238,1,0.42042042042042044,0.6447777327388191
Cindy Levy,Mays-Bender,Retail,South,Small,Ads,3,5.3,16,1,62,0,0.21921921921921922,0.6415917503966155
Zachary Cox,"Simpson, Mills and Smith",Healthcare,West,Medium,Webinar,17,16.24,13,1,43,1,0.4464119291705498,0.6421080578786672
Benjamin Murphy,Rasmussen-Summers,Finance,East,Medium,Organic,23,1.85,13,1,257,1,0.3595319457388423,0.6340975739802719
Andrew Craig,Johnson Ltd,Healthcare,South,Small,Organic,28,21.66,6,1,223,1,0.5439577508543025,0.6340975739802719
Amy Henry,Atkins-Lewis,Education,North,Small,Organic,17,4.01,19,0,149,0,0.38189914051983015,0.6340975739802719
Misty Burnett,Boyer-Navarro,Healthcare,East,Medium,Webinar,23,26.23,2,1,113,1,0.49808429118773945,0.6421080578786672
Anthony Parks,"Durham, Cohen and Young",Retail,North,Large,Ads,32,6.46,4,0,176,0,0.40726933830382106,0.6415917503966155
Elizabeth Robinson,Ibarra-Ramsey,Retail,North,Medium,Webinar,34,19.4,10,1,280,1,0.6241068654861758,0.6421080578786672
David Edwards,Robinson LLC,Retail,West,Large,Ads,49,5.89,5,1,298,0,0.5877601739670705,0.6415917503966155
Michael Thompson,Nash-Richardson,Healthcare,North,Small,Organic,47,19.62,0,0,56,1,0.6574505540022781,0.6340975739802719
Sandra Crawford,Thompson Inc,IT,West,Large,Webinar,2,25.13,17,0,281,0,0.42456249352801073,0.6421080578786672
Andrew Aguirre,Young-Simmons,Retail,West,Large,Organic,19,28.42,3,0,85,1,0.489696593144869,0.6340975739802719
Lydia Lane,Lee-Martin,Healthcare,South,Small,Organic,30,14.32,19,0,104,0,0.6232784508646577,0.6340975739802719
Joseph Rich,"Bass, Weiss and Peterson",Retail,North,Large,Email,29,11.26,2,1,126,1,0.40519830175002586,0.6447777327388191
Angela Hines,Chung-Price,Finance,North,Large,Organic,36,11.89,15,0,219,1,0.6188257222739981,0.6340975739802719
Christopher Brock,"Mills, King and Dudley",Education,South,Small,Webinar,27,12.28,7,1,125,1,0.44682613648130887,0.6421080578786672
Jill Smith,"Lin, Valencia and Johnson",Healthcare,West,Large,Webinar,12,21.43,7,1,349,1,0.3862483172828,0.6421080578786672
Mr. Alexander Brown,Price-Roberts,IT,West,Medium,Email,13,3.26,1,1,128,1,0.14631873252562905,0.6447777327388191
Michael Williams,Cook Inc,IT,West,Small,Webinar,8,12.52,16,1,209,0,0.3457595526561043,0.6421080578786672
Joshua Ferguson,Bennett LLC,Healthcare,East,Small,Ads,24,1.74,13,0,264,1,0.3687480584032308,0.6415917503966155
Sheila Martin,"Hubbard, Scott and Hayes",Education,North,Small,Webinar,22,8.32,10,1,277,1,0.3851092471782127,0.6421080578786672
Mr. Brandon Dalton,"Melendez, Brown and Osborn",Finance,West,Medium,Ads,42,15.76,18,1,360,1,0.7520969245107176,0.6415917503966155
Janice Daniel,Sharp PLC,Healthcare,North,Small,Ads,16,19.96,0,1,351,1,0.3399606503054779,0.6415917503966155
Cory Gonzales,Thompson PLC,Retail,West,Medium,Organic,31,20.79,20,1,216,1,0.7109868489178833,0.6340975739802719
Karen Stewart,Finley-Garcia,Finance,North,Large,Organic,35,29.76,1,1,308,1,0.648545096820959,0.6340975739802719
Travis Holmes,"Johnson, Chan and Webb",Education,South,Large,Organic,44,29.4,1,0,61,0,0.7380138759449104,0.6340975739802719
William Bell,"Martinez, Jones and Garcia",Finance,East,Large,Email,17,21.75,4,1,246,0,0.41027234130682405,0.6447777327388191
Dr. Gloria Taylor,Palmer Ltd,Finance,North,Large,Webinar,47,28.43,11,1,234,1,0.8625867246556902,0.6421080578786672
Mark Simpson,"Salinas, Calderon and Campbell",Healthcare,North,Small,Ads,32,11.54,12,1,24,1,0.5427151289220254,0.6415917503966155
Cesar Gonzalez,Lee Group,Retail,East,Large,Email,24,26.24,10,0,25,1,0.591384487936212,0.6447777327388191
Marc Knapp,Smith and Sons,IT,East,Medium,Ads,15,22.89,10,1,155,1,0.46349798073936005,0.6415917503966155
Jean Boone,"Carpenter, Dunn and Watts",Education,East,Large,Organic,45,7.58,6,0,274,1,0.5741948845397121,0.6340975739802719
Cynthia Williams,Russo-Porter,Finance,West,Medium,Ads,13,27.82,1,0,159,0,0.4006420213316765,0.6415917503966155
Michael Molina,"Knapp, Hunt and Stanley",Finance,West,Small,Organic,47,9.83,19,1,323,1,0.7528217873045459,0.6340975739802719
Kurt Gonzalez,Harris-Torres,IT,South,Medium,Organic,43,3.93,9,1,262,1,0.546753650201926,0.6340975739802719
Mario Lawrence,Hinton PLC,Education,South,Small,Ads,49,27.26,4,1,103,0,0.798695246971109,0.6415917503966155
Juan Lee,"Long, Ramirez and Brooks",Education,East,Large,Ads,47,19.81,14,1,157,1,0.8043905974940457,0.6415917503966155
Megan Mccormick,Taylor and Sons,Finance,East,Medium,Webinar,20,6.07,14,1,213,1,0.3825204514859687,0.6421080578786672
John Mathis,Golden-Smith,Finance,North,Medium,Webinar,11,28.49,20,1,270,1,0.5836181008594801,0.6421080578786672
Stephen Craig,Meyer Inc,Retail,East,Large,Organic,44,13.9,4,0,120,1,0.608574091332712,0.6340975739802719
Richard Bass,Taylor-Silva,Retail,North,Medium,Email,7,15.07,4,1,95,0,0.23754789272030652,0.6447777327388191
George Garcia,Anthony-Hopkins,IT,North,Medium,Email,32,10.16,6,0,196,1,0.46629388008698347,0.6447777327388191
Rhonda Mccarty,Hunter-Johnson,Retail,North,Large,Email,9,28.14,10,1,98,0,0.4557315936626281,0.6447777327388191
Julian Barrera,Sullivan PLC,Education,West,Medium,Email,43,20.63,13,0,37,1,0.7611059335197266,0.6447777327388191
Robert Chang,"Moran, Rivera and Rowe",Retail,East,Large,Ads,4,23.16,1,0,204,1,0.2591902247074661,0.6415917503966155
Diana Bruce,Brock-Mueller,Healthcare,West,Large,Webinar,3,21.22,20,0,330,0,0.4254944599772186,0.6421080578786672
Anthony Collins,Ramos-Harris,Healthcare,East,Medium,Ads,47,15.21,13,1,99,1,0.746401573987781,0.6415917503966155
Joseph Acosta,Gonzalez-Johnson,Finance,West,Large,Organic,17,12.88,10,0,144,0,0.38055296675986333,0.6340975739802719
Jessica James,"Brown, Thompson and Pacheco",Finance,South,Large,Email,42,28.01,4,1,45,0,0.7339753546650098,0.6447777327388191
Ryan Gay,Hughes Inc,Healthcare,East,Medium,Ads,2,6.43,20,0,28,0,0.2619861240550896,0.6415917503966155
Thomas Ward,"Barker, Pena and Bennett",Healthcare,South,Large,Organic,39,15.41,10,0,39,1,0.6345656000828414,0.6340975739802719
Todd Knapp,Whitehead Group,IT,West,Small,Webinar,12,15.58,0,1,235,0,0.2531842187014601,0.6421080578786672
Elizabeth Franco,Davis-Newton,Education,East,Medium,Webinar,25,3.02,13,0,36,0,0.39235787511649584,0.6421080578786672
Edward Brady,"Miller, Hogan and Hickman",Retail,East,Small,Email,40,24.35,9,0,111,0,0.7271409340374857,0.6447777327388191
Danielle Murray,"Brown, Cervantes and Dillon",IT,North,Medium,Organic,29,17.57,11,0,206,1,0.5637361499430464,0.6340975739802719
Anne Scott,"Jackson, Love and Williams",Retail,East,Small,Ads,2,20.97,10,0,183,0,0.30899865382624003,0.6415917503966155
Connie Robinson,Rivera-Conway,Healthcare,West,Large,Organic,23,27.53,3,1,267,0,0.5219012115563839,0.6340975739802719
Michael Shaffer,Moses Group,IT,East,Large,Organic,11,26.08,13,1,250,1,0.4861758310034172,0.6340975739802719
Nancy Brown,Bush Group,Education,South,Small,Organic,32,18.32,12,0,20,1,0.6129232680956819,0.6340975739802719
Christina Graham,"Perez, Smith and Russo",IT,West,Large,Ads,39,5.56,4,0,43,1,0.4704359531945739,0.6415917503966155
Henry Cruz,Holt PLC,IT,North,Large,Email,1,27.62,1,1,162,0,0.27430879155017085,0.6447777327388191
Robert Young,"Walton, Sanchez and Thomas",Finance,South,Large,Email,23,18.81,14,1,194,1,0.5455110282696489,0.6447777327388191
Samuel Scott,King Group,Finance,South,Large,Ads,12,14.94,4,0,224,0,0.287977632805219,0.6415917503966155
Timothy Browning,Andrews PLC,Healthcare,South,Medium,Organic,7,13.63,19,1,233,1,0.37796417106761937,0.6340975739802719
Shirley Williams,Nunez Inc,Retail,South,Medium,Ads,1,5.95,16,0,166,0,0.20523972248110178,0.6415917503966155
William Carlson,Wells Ltd,Finance,North,Large,Ads,4,20.51,7,0,118,1,0.2938800869835353,0.6415917503966155
Robert Torres,Bryan-Ward,Finance,East,Small,Webinar,49,25.16,6,1,276,1,0.7976597286942114,0.6421080578786672
Teresa Vega,Brown-Johnson,Finance,West,Medium,Ads,31,3.28,0,0,184,0,0.32256394325359844,0.6415917503966155
Beth Mcbride,Petersen LLC,Education,North,Small,Ads,49,13.91,6,1,20,1,0.6811639225432328,0.6415917503966155
James Weeks,Jensen and Sons,Healthcare,North,Large,Webinar,4,6.12,14,0,18,0,0.21735528632080353,0.6421080578786672
Alicia Villegas,Murphy Inc,Retail,South,Large,Webinar,10,19.9,2,1,352,1,0.2979186082634358,0.6421080578786672
Erin Brown,"Smith, Case and Carter",IT,North,Large,Email,36,29.97,16,1,287,1,0.8164026095060577,0.6447777327388191
Ashley Norris,Gomez-Whitaker,IT,North,Large,Organic,13,16.67,10,0,7,1,0.3783783783783784,0.6340975739802719
Benjamin Phillips,Moore Inc,IT,West,Medium,Organic,3,15.64,10,1,29,1,0.2641607124365745,0.6340975739802719
Jennifer Weber,Woodward-Henry,Education,West,Large,Organic,28,11.76,10,1,139,1,0.48286217251734487,0.6340975739802719
Rodney Gilbert,Vance and Sons,Education,North,Small,Ads,10,29.53,12,0,92,1,0.5011908460184322,0.6415917503966155
Ronald Gates,"Dennis, Walters and Carroll",Finance,South,Large,Email,50,24.72,15,0,271,1,0.8966552759656208,0.6447777327388191
Joshua Ball,Gonzalez Ltd,IT,South,Large,Organic,15,4.51,14,0,17,0,0.314590452521487,0.6340975739802719
Michael Taylor,Newman-Mcguire,Healthcare,East,Small,Email,22,6.68,2,0,326,0,0.2852852852852853,0.6447777327388191
Christina Bond,"Benitez, Sullivan and Spencer",IT,South,Large,Organic,37,22.31,8,1,27,1,0.6645956301128715,0.6340975739802719
Michael Steele,Pitts-Nelson,Education,North,Medium,Ads,1,2.28,1,0,61,1,0.011908460184322248,0.6415917503966155
Jacob Good,Nash-Thompson,Retail,South,Large,Ads,47,15.49,6,1,57,1,0.6768147457802629,0.6415917503966155
Lindsay Moody,Rivera Group,Finance,East,Large,Organic,11,10.52,2,1,324,1,0.21114217665941803,0.6340975739802719
Alexander Daniels,Stanley Group,Retail,South,Medium,Email,12,20.19,14,0,206,0,0.445894170032101,0.6447777327388191
Stephanie Duncan,Green-Roberts,IT,West,Small,Webinar,44,2.27,15,0,254,1,0.6020503261882573,0.6421080578786672
Seth Lyons,Hall-Murray,IT,North,Large,Organic,12,5.47,4,0,8,0,0.18991405198301747,0.6340975739802719
Jennifer Jackson,"Parrish, Gonzalez and Gonzalez",IT,East,Small,Organic,36,29.65,19,0,363,0,0.8441544993269131,0.6340975739802719
Angela Aguirre,Martin Inc,Healthcare,West,Large,Email,21,25.48,10,1,141,1,0.5524490007248628,0.6447777327388191
Tony Copeland,Cross PLC,Finance,South,Small,Organic,33,14.44,14,1,276,1,0.6038107072589831,0.6340975739802719
Jeffrey Hicks,Weaver LLC,IT,North,Small,Webinar,49,25.72,1,0,199,0,0.7516827171999585,0.6421080578786672
Paul Rodriguez,"Gibbs, Williams and Russell",Healthcare,West,Small,Webinar,42,7.95,4,0,355,1,0.5262503883193539,0.6421080578786672
Douglas Dennis,"Johnson, Ross and Smith",Retail,East,Large,Ads,4,11.63,14,1,159,0,0.27441234337786063,0.6415917503966155
Kristi Merritt,"Shields, Diaz and Ramos",Retail,East,Medium,Ads,19,28.88,13,1,134,1,0.5980118049083566,0.6415917503966155
Pamela Patterson,"Mendez, Smith and Powell",Healthcare,East,Large,Ads,32,12.74,2,0,173,1,0.4515895205550378,0.6415917503966155
Carol Miller,Murillo Group,Retail,West,Small,Organic,46,17.71,7,1,106,1,0.6998032515273895,0.6340975739802719
Gregory Hill,Lewis-Johnson,Education,East,Large,Organic,3,13.14,4,1,180,1,0.1761416589002796,0.6340975739802719
Wyatt Holden,Wilson-Hughes,IT,East,Large,Ads,40,16.69,20,0,235,0,0.7617272444858652,0.6415917503966155
James Trevino,"Wiggins, Greene and Salinas",IT,South,Large,Ads,49,9.34,17,1,355,1,0.7477477477477478,0.6415917503966155
Joan Torres,Fuller LLC,Retail,South,Small,Webinar,48,9.82,6,1,193,1,0.6284560422491456,0.6421080578786672
Joseph White,"Benitez, Hensley and Patel",Education,South,Small,Ads,20,27.84,1,1,1,1,0.4733354043698872,0.6415917503966155
Brian Li,Martinez-Johnston,Finance,East,Small,Webinar,33,7.76,4,0,135,0,0.4310862586724655,0.6421080578786672
Lawrence Walsh,"Williams, Sawyer and Carpenter",Finance,East,Small,Ads,41,21.06,17,0,64,0,0.786269027648338,0.6415917503966155
David Jackson,Thompson Group,Retail,East,Large,Ads,41,24.04,5,0,347,1,0.6928652790721755,0.6415917503966155
Mrs. Karen Taylor,Anderson and Sons,IT,West,Large,Email,48,11.28,12,0,216,0,0.7057057057057057,0.6447777327388191
Brian Mason,"Myers, Jones and Durham",Finance,West,Small,Organic,7,16.37,16,0,341,0,0.3752718235476857,0.6340975739802719
Virginia Hurst,Floyd-Hayes,Healthcare,East,Large,Ads,17,25.97,5,0,118,1,0.4643263953608781,0.6415917503966155
Kevin Williams,Lynn Group,Healthcare,North,Large,Ads,48,20.11,9,1,72,1,0.766076421248835,0.6415917503966155
Jacqueline Matthews,Dean Group,Education,South,Small,Webinar,18,16.09,0,1,205,1,0.320596458527493,0.6421080578786672
Meredith Gray,Zimmerman Ltd,Retail,East,Large,Organic,8,23.03,16,1,251,0,0.4545925235580408,0.6340975739802719
Katelyn Mata,Clay Ltd,Retail,West,Large,Ads,36,23.69,16,0,191,0,0.7513720617168892,0.6415917503966155
Cindy Welch,Garcia-Brooks,Retail,South,Medium,Ads,27,23.3,4,1,352,1,0.5298747022884953,0.6415917503966155
David Guerrero,Olson Inc,Healthcare,South,Medium,Webinar,14,19.14,2,1,152,0,0.3314694004349177,0.6421080578786672
David Peterson,Holden-White,IT,South,Medium,Email,29,23.6,5,1,264,1,0.5640468054261157,0.6447777327388191
Lisa Weiss,"Webb, Davis and Cole",Retail,West,Large,Email,15,26.72,8,1,193,1,0.48244796520658584,0.6447777327388191
Jennifer Carlson,Young Inc,IT,North,Small,Webinar,22,22.56,5,0,96,0,0.4807911359635497,0.6421080578786672
Hannah Parker,"Mann, Love and Smith",Finance,West,Small,Organic,9,4.14,17,1,62,1,0.27969348659003834,0.6340975739802719
Karina Franklin MD,Hamilton Group,Finance,East,Medium,Ads,45,2.92,12,1,155,1,0.5880708294501398,0.6415917503966155
Alexandra Richardson,"Jones, Myers and Nguyen",Retail,North,Medium,Email,49,21.68,3,1,219,0,0.7305581443512479,0.6447777327388191
Dr. Veronica Sherman,"Brady, Padilla and Foster",Finance,South,Medium,Organic,29,3.67,20,1,165,1,0.5129957543750647,0.6340975739802719
Joseph Allen,"Adams, Lee and Rivera",Healthcare,East,Large,Ads,18,9.25,1,1,219,0,0.2601221911566739,0.6415917503966155
Lisa Wise,Brewer-Mills,Retail,South,Small,Webinar,44,23.02,4,0,81,0,0.7030133581857719,0.6421080578786672
Erin Arnold,"Johnson, Reed and Cantrell",Retail,North,Small,Email,29,17.95,16,1,61,1,0.6194470332401367,0.6447777327388191
Mrs. Samantha Benton,"Nunez, Miller and Smith",IT,West,Medium,Ads,6,23.51,7,1,1,0,0.3456560008284147,0.6415917503966155
Sandra Holland,"Simon, Green and Weaver",IT,West,Medium,Organic,8,11.12,4,0,148,0,0.20700010355182763,0.6340975739802719
Anthony Kelly,Hansen Ltd,Education,West,Medium,Organic,36,22.54,3,0,308,0,0.6048462255358806,0.6340975739802719
Beth Weber,"Brown, Nolan and Sanchez",Education,West,Small,Email,5,1.31,4,0,13,0,0.07435021228124676,0.6447777327388191
Stacy White,Castaneda Group,Finance,South,Medium,Webinar,28,20.16,0,0,182,1,0.46629388008698347,0.6421080578786672
Robert Morris,Brady-Park,Retail,East,Medium,Webinar,16,29.39,2,1,105,0,0.4583203893548721,0.6421080578786672
Phillip Rowe,"Martin, Conley and Harris",IT,South,Medium,Email,19,22.53,3,0,364,0,0.42870456663560114,0.6447777327388191
Christian Brooks,"Scott, Cummings and Mann",Healthcare,North,Small,Email,36,6.67,16,0,56,1,0.5751268509889199,0.6447777327388191
Stephanie Miller,Johnson LLC,Finance,East,Medium,Ads,21,8.39,7,0,309,1,0.3444133788961375,0.6415917503966155
Alexis Walton,Gray-Gutierrez,Finance,North,Medium,Webinar,12,7.66,4,1,355,1,0.21259190224707464,0.6421080578786672
John Graham,Pena Ltd,Education,West,Small,Email,14,15.67,1,1,213,0,0.28518173345759557,0.6447777327388191
Jose Hernandez,Gutierrez Group,Retail,South,Medium,Webinar,28,2.03,9,0,292,0,0.3717510614062338,0.6421080578786672
Bethany Reyes,Webster-Scott,Education,South,Medium,Ads,42,9.01,7,1,7,1,0.5682924303613959,0.6415917503966155
Hannah Anderson,Perez Group,Education,West,Small,Ads,19,7.96,8,1,190,1,0.329605467536502,0.6415917503966155
Brett Diaz,"Garrett, Cole and Patel",Retail,South,Small,Ads,11,7.29,2,0,96,1,0.17769493631562594,0.6415917503966155
Dorothy Smith,Davis Inc,Retail,North,Medium,Ads,19,9.01,4,0,319,0,0.29905767836802316,0.6415917503966155
Kevin Rivera,"Smith, Cummings and French",Healthcare,East,Medium,Webinar,14,16.1,15,1,178,1,0.4346070208139174,0.6421080578786672
Ann Bailey,Wilson LLC,Finance,West,Large,Webinar,3,5.55,2,0,118,0,0.07683545614580098,0.6421080578786672
Phillip Hunter,"Robinson, Estrada and Greene",Retail,North,Small,Email,30,28.96,7,1,157,1,0.6506161333747541,0.6447777327388191
Chelsea Oliver,"Walker, Young and Roberts",Healthcare,North,Small,Ads,35,2.85,8,0,42,1,0.4423734078906493,0.6415917503966155
Jacqueline Moreno,Brooks-Taylor,Retail,East,Large,Ads,48,18.42,1,1,277,0,0.6657347002174588,0.6415917503966155
