Name,Company,Industry,Region,Company Size,Traffic Source,Site Visits,Session Duration,Emails Opened,Demo Requested,Days Since First Interaction,Converted
Daniel Gibson,Forbes Ltd,IT,South,Small,Organic,41,28.03,9,0,114,0
Charles Williams,Miller-Bush,Retail,East,Large,Ads,45,8.92,16,1,319,1
Jesus Parsons,"Gordon, Reed and Williams",IT,West,Medium,Ads,30,29.95,9,1,104,1
Rebecca Cisneros,"Barron, Lynch and Griffin",Retail,North,Large,Ads,22,29.96,0,0,188,0
Ann Malone,White-Lucero,Education,South,Small,Email,8,17.16,6,0,113,0
Joseph Hall,Johnson-Phillips,Healthcare,North,Large,Webinar,4,19.87,18,1,147,0
Regina Rowe,Dudley and Sons,IT,South,Small,Organic,29,7.57,20,0,67,0
Reginald Olson,Kennedy and Sons,Finance,West,Large,Organic,7,7.44,6,1,150,0
Ricardo Hendricks,Sexton-Walker,Education,West,Small,Email,19,27.32,8,1,292,1
Matthew Brown,"Hawkins, Chase and Henry",Education,West,Small,Organic,12,29.78,16,0,308,0
Karen Brown MD,"George, Swanson and Shelton",IT,North,Small,Email,33,29.95,13,1,304,1
Victoria Ballard,Maynard LLC,Retail,North,Large,Webinar,3,16.33,9,1,77,1
Eddie Blevins,Wolfe and Sons,Retail,South,Large,Email,10,29.29,14,0,4,1
Robert Nguyen,"Bennett, Mcdaniel and Evans",Education,West,Medium,Webinar,29,12.3,4,0,307,0
Melanie Rios,Hill-Long,Education,South,Small,Webinar,9,25,1,0,166,0
Ashley Gallegos,"Jimenez, Chan and Schmidt",Retail,South,Small,Webinar,29,4.45,0,1,226,1
Zachary Richardson,Norris LLC,IT,South,Large,Organic,6,1.7,10,1,313,1
Maria Carpenter,Smith Ltd,Retail,East,Medium,Organic,32,6.33,15,0,41,0
Brandy Powell,Smith-Davis,Education,North,Large,Webinar,38,24.04,1,0,70,0
Barbara Lewis,Patterson Inc,Healthcare,North,Small,Ads,5,22.6,12,1,188,1
Natasha Yang,"Wilkerson, Moreno and Davis",IT,West,Large,Email,17,13.45,10,0,147,1
Brenda Woods,Johnston-Smith,Retail,West,Large,Organic,45,10.14,12,0,246,1
Sharon Kelley,Rice-Haynes,IT,West,Large,Organic,41,15.04,3,0,7,0
Whitney Miller,Powell-Torres,Healthcare,East,Medium,Organic,13,18.95,3,1,99,1
Christine White,"Young, Hoover and Long",Finance,North,Small,Webinar,47,10.87,11,1,187,1
Derrick Crawford,Higgins Ltd,Healthcare,West,Small,Organic,25,4.11,14,1,275,1
Blake Rodriguez,Gray Ltd,Healthcare,South,Small,Webinar,24,29.1,6,1,153,1
Ashley Ingram,"Jackson, Kelly and Oliver",Healthcare,North,Medium,Ads,1,12.07,5,0,267,0
Tara Benitez,"Taylor, Cook and Brown",IT,South,Large,Organic,6,3.19,7,1,79,0
Ronald Simmons,"Bell, Hodges and Hunter",Retail,South,Large,Webinar,6,18.76,14,1,110,0
Andrew Hopkins,Watson and Sons,Healthcare,West,Medium,Organic,23,17.77,19,0,95,0
Steven Osborn,Buck-Davis,Finance,South,Large,Ads,6,18.24,15,0,253,0
Christina Lyons,Brown-Freeman,Education,East,Medium,Email,12,22.86,11,1,134,1
Kelly Lowe,"Beltran, Kramer and Smith",IT,East,Large,Organic,1,1.68,10,0,134,0
Holly Gonzalez,Holt Inc,Finance,South,Large,Webinar,49,27.61,1,1,271,0
Virginia Barnes,Allen-Walker,Education,South,Medium,Ads,25,25.3,17,0,128,0
Mr. Mark Bentley,Madden Group,Healthcare,North,Medium,Organic,45,1.92,14,1,131,1
Stephen Adams,Hernandez LLC,Retail,West,Medium,Webinar,37,7.85,17,0,326,0
Amanda Moon,"Garrett, Baker and Burke",Healthcare,South,Small,Email,43,13.72,9,0,224,0
Jason Park,Sims PLC,Finance,South,Medium,Email,19,13.43,20,0,144,0
Michael Tucker,Smith LLC,Healthcare,East,Medium,Organic,19,20.44,10,0,170,1
Walter Kennedy Jr.,Garza Ltd,Education,East,Medium,Ads,47,4.73,1,1,328,0
Chad Bauer,"Knight, Anderson and Williams",Finance,South,Large,Ads,37,24.27,18,0,212,0
Robyn Murray,"Wallace, Carlson and Graham",Finance,West,Small,Email,13,1.34,14,1,216,1
Michelle Flores,Williams-Rush,Healthcare,South,Medium,Webinar,43,22.22,7,1,128,1
Howard Espinoza,"Hayes, Bowman and Morgan",IT,West,Small,Email,41,20.38,12,0,81,1
Karen Espinoza,"Orr, Palmer and Mendoza",Healthcare,South,Small,Webinar,18,10.22,0,0,229,1
Scott Carr,"Rogers, Conley and Lewis",Education,East,Medium,Webinar,42,27.16,6,0,323,1
Christine Butler,Franklin LLC,Education,East,Large,Organic,46,22.91,17,1,79,1
Robert Carney,"Cook, Mueller and Myers",Retail,South,Small,Organic,4,9.64,4,0,247,0
Kevin Kim,"Byrd, Barrera and Moreno",Education,North,Medium,Organic,25,21.49,14,1,79,1
Jessica Liu,"Clark, Russell and Johnston",IT,West,Medium,Email,39,29.2,5,0,301,0
Ronald Stevens,Frey LLC,Retail,South,Small,Ads,14,6.12,2,0,114,1
Kari Henson,Hernandez-Wells,Retail,West,Large,Email,8,8.89,4,0,215,1
Jonathan Mcfarland,Villarreal PLC,Retail,North,Medium,Email,15,10.65,3,1,156,1
Jesus Roberts,Miller and Sons,Finance,West,Large,Email,6,23.73,5,0,9,0
Lauren Collins,Scott Ltd,Retail,West,Medium,Email,4,25.56,1,0,96,1
Nicole Scott,Rasmussen-Davidson,Retail,South,Large,Organic,36,27.89,10,0,314,0
Todd Garcia,Jones Inc,Education,East,Medium,Ads,8,16.44,10,0,329,1
Albert Brown,"Ferguson, Dunn and Wilson",Education,West,Small,Email,15,23.66,6,0,58,0
Amanda Blake,Watson-Sweeney,Healthcare,West,Large,Ads,37,12.2,0,1,93,1
Jacob Perry,Lee PLC,Retail,West,Large,Email,19,12.18,13,1,113,1
Nancy Lee,Preston and Sons,Finance,East,Small,Webinar,24,26.45,7,1,244,1
Catherine Thompson,Bowers and Sons,Retail,East,Small,Organic,26,25.13,4,1,310,1
Cassidy Anderson,Thompson-Mills,Healthcare,North,Large,Email,24,26.1,17,0,335,1
Susan Flores,"Bonilla, Weber and Cooley",Healthcare,South,Medium,Webinar,9,23.08,13,0,316,1
Robert Williams,Cox and Sons,Finance,North,Medium,Ads,5,6.73,19,0,55,1
Thomas Torres,Sherman Ltd,Retail,West,Large,Organic,45,11.24,1,0,49,0
Bobby Mejia,"Johnson, Martin and Ware",Healthcare,North,Medium,Organic,2,10.22,3,0,311,1
Trevor Serrano,"Williams, Howell and Carlson",Retail,North,Medium,Email,10,20.98,2,0,365,0
Donald Boyle,Mccarthy PLC,Finance,South,Small,Email,13,21.92,0,1,54,0
Linda Allen,Schwartz LLC,Retail,East,Large,Ads,6,23.41,14,1,219,0
Chad Davis,Wiley and Sons,Finance,South,Small,Email,22,28.24,3,1,10,0
Melissa Hicks,"Lopez, Conway and Williamson",Finance,South,Small,Webinar,49,9.07,4,0,132,0
Mr. Alex Spencer DDS,"Avila, Goodwin and Mckenzie",Healthcare,East,Large,Email,12,2.34,15,1,321,1
Ethan Smith,Johnson Ltd,Healthcare,North,Large,Organic,1,6.09,7,1,74,1
Michael Cannon,"Brown, Carrillo and Ballard",Healthcare,South,Small,Email,18,22.81,19,0,48,1
Robert Grimes,Stewart Ltd,Finance,East,Large,Ads,4,23.94,5,1,126,0
David Brady,Gates Ltd,Healthcare,South,Large,Ads,42,4.07,12,0,276,0
Margaret Pearson,Johnson-Anderson,Retail,South,Small,Organic,7,20.68,18,0,319,0
Scott Davis,Morris-Parker,Retail,South,Large,Webinar,43,9.5,9,1,249,1
Andrew Wells,Davis-Clarke,IT,South,Small,Ads,30,1.83,4,1,17,0
Elizabeth Jensen,Howard Ltd,Finance,East,Small,Webinar,1,19.22,8,0,219,0
Marcus Hunt,White LLC,Education,South,Large,Organic,15,18.14,8,1,240,1
Catherine Perry,"Morgan, Frazier and White",IT,West,Small,Webinar,18,16.23,10,0,160,1
Jason Stewart,Davis Ltd,Retail,South,Small,Ads,35,14.3,6,0,133,1
Mark Mccarty,"Smith, Norris and Baker",Finance,North,Large,Organic,13,19.01,5,1,76,0
Bill Harrington,Bradford Group,Healthcare,West,Medium,Organic,27,26.18,4,1,307,1
Candace Shah,Vargas Inc,Education,South,Large,Webinar,46,13.25,3,1,283,0
Misty Pratt,Miller-Whitehead,Finance,South,Large,Ads,29,23.07,4,1,202,1
Cathy Taylor,Munoz-Kline,Finance,East,Large,Ads,3,24.03,20,1,109,0
Wendy Brooks,Moran Inc,Healthcare,East,Medium,Webinar,39,14.95,6,1,278,1
Catherine Ross,"Dunn, Copeland and Lindsey",Retail,North,Small,Webinar,4,15.49,13,1,138,0
Sharon Copeland,"Holt, Simpson and Dorsey",IT,South,Large,Webinar,47,5.05,14,0,245,1
Jennifer Briggs,"Williamson, Rivera and Landry",Retail,West,Medium,Webinar,4,29.37,9,1,332,0
Dustin Finley,Soto-Landry,Healthcare,North,Large,Organic,4,14.43,9,0,107,1
John Green,Fields-Macdonald,IT,West,Large,Email,23,29.5,0,1,332,0
Steven Howard,Torres LLC,IT,South,Small,Webinar,20,9.87,11,1,194,1
Jim Rodriguez,Maddox Group,IT,East,Small,Webinar,12,23.75,18,1,38,1
Stephanie Jacobs,Moore Ltd,Education,North,Small,Organic,26,1.3,19,0,256,0
Lisa Cox,"Parker, Washington and Acevedo",Finance,North,Small,Ads,5,19.44,17,1,66,0
James Bender,Gonzalez-Bates,Finance,East,Small,Ads,33,13.15,19,1,28,1
Todd Stewart,Beck-Maldonado,Education,South,Small,Ads,28,2.11,8,1,164,1
Jessica Clayton,"Stephens, Young and Smith",Healthcare,South,Medium,Ads,39,29.84,20,1,43,1
Kristin Woodard,Sanchez-Watson,Education,East,Large,Email,3,19.3,2,1,281,1
Dana Phillips,Lester Group,Retail,East,Medium,Organic,32,29.92,12,1,105,1
Kimberly Colon,Hines Ltd,Retail,East,Medium,Webinar,46,1.8,14,1,215,1
Carolyn Tucker,"Williams, Baker and Bishop",Education,East,Small,Organic,22,14.25,16,1,23,1
Barbara Herrera,"Brady, Johnson and Hudson",Healthcare,West,Large,Webinar,22,8.87,17,1,196,1
Amber Brown,"Rosales, Lee and George",Healthcare,East,Medium,Ads,16,8.87,9,0,156,1
Gregory Chan,Johnson-Mills,Education,East,Small,Organic,21,9.74,8,0,170,1
Kathy Marshall,"Sullivan, Morgan and Martin",IT,North,Large,Organic,23,24.87,18,1,111,1
Sheryl Ochoa,Chapman-Kelly,Healthcare,South,Medium,Email,32,18.42,12,0,65,0
Joshua Mendoza,Gomez Ltd,Finance,East,Large,Email,3,8.99,1,1,204,0
Ian Ray,Shaw-Park,Healthcare,East,Small,Webinar,3,17.05,6,0,303,1
Gina Medina,White-Murphy,Healthcare,South,Large,Email,3,16.7,19,0,299,0
Matthew Jones,"Austin, Williams and Martin",Education,East,Large,Email,1,21.04,9,0,110,1
Amy Chen,Soto Inc,Education,North,Large,Ads,33,23.67,1,0,357,1
Joseph Hill,Stevenson and Sons,IT,East,Large,Ads,5,21.49,4,1,194,0
Doris Gutierrez,Mitchell Inc,IT,North,Small,Email,36,26.53,15,1,146,1
Adam Murphy,Williamson Ltd,Retail,East,Small,Webinar,46,28.47,16,0,228,1
Michael Murphy,Robinson-Nguyen,Retail,South,Medium,Ads,46,20.16,4,1,241,1
Rebecca Campbell,"Cook, Robinson and Vasquez",Healthcare,East,Large,Ads,32,23.23,8,0,242,1
Kyle Lam,"Ross, Perry and Francis",IT,North,Medium,Webinar,34,5.93,13,0,208,1
George Crosby,"Davis, Jones and Hull",Healthcare,East,Medium,Webinar,50,24.23,13,0,122,0
Nicole Walton,Gilbert Inc,IT,West,Large,Email,10,29.53,2,0,352,0
Meagan Reese,"Sherman, Estrada and Costa",Finance,North,Large,Ads,30,6.19,6,0,40,0
Diane Kemp,Adams LLC,IT,North,Large,Webinar,20,8.54,19,0,75,0
Tiffany Cooper,Baker-Palmer,IT,East,Large,Ads,38,17.23,19,0,213,1
Catherine Mcintosh,"Gibbs, Reilly and Moss",IT,East,Large,Organic,48,28.98,7,0,252,0
Courtney Phelps,Hernandez-Rojas,Retail,East,Large,Email,9,17.41,6,0,211,0
Victoria Mendez,"Davis, Ford and Mitchell",Retail,West,Medium,Organic,18,25.6,5,1,350,0
Sandra Ferguson,Wilson LLC,IT,East,Medium,Email,30,27.73,19,1,348,1
Stephen Walls,Mccarthy Inc,Healthcare,East,Medium,Ads,20,9.98,4,0,351,1
Christine Gonzalez,Reeves-Anderson,Education,East,Large,Ads,42,7.07,1,1,244,1
Julian Scott,"Griffin, Shaffer and Parsons",Retail,North,Large,Email,17,16.25,0,1,201,1
Kristy Mcgrath,Young-Larson,Healthcare,South,Medium,Ads,35,7.4,15,0,327,1
Wayne Garrett,Smith Group,Education,West,Large,Ads,22,14.42,6,0,344,0
Johnny Bailey,"Rodriguez, Hahn and Medina",Healthcare,South,Large,Webinar,43,29.31,19,1,205,1
Jose Sharp,"Brown, Warner and Martinez",Retail,South,Medium,Email,2,23.08,9,0,188,0
David Goodman,"Kim, Kelley and West",Healthcare,North,Large,Webinar,43,2.42,12,1,315,1
Tonya Oconnor,Hensley-Contreras,Finance,South,Medium,Ads,8,29.54,19,0,135,1
Paul Walters,Garcia-Berry,IT,East,Small,Webinar,18,2.91,15,0,75,1
Ruth Cohen,Torres-Stone,Healthcare,West,Medium,Organic,1,26.73,2,0,284,1
Elizabeth Ewing,Mercado-Burns,Healthcare,North,Large,Organic,34,26.43,6,0,326,1
April Vaughn,Howard and Sons,Finance,West,Medium,Webinar,1,12.15,5,0,63,0
James Norris,Holmes-Reyes,Education,East,Medium,Organic,23,19.64,3,1,357,0
Michelle Gutierrez,"Roberts, Roth and Haas",Retail,North,Large,Email,19,22,4,0,128,0
Kelly Vasquez,"Fletcher, Cole and Williams",Education,South,Large,Ads,1,4.76,3,0,105,0
Melissa Martin,Gibson-Anderson,Retail,West,Medium,Ads,45,27.77,17,1,257,1
James Becker,Webb-Odonnell,IT,East,Large,Email,50,27.04,8,1,41,1
Deanna Perez,Adams Inc,IT,West,Large,Ads,30,10.09,1,0,333,0
Brandon Wade,Wallace-Lucas,IT,North,Medium,Ads,23,10.46,13,0,270,0
Patrick Jackson,Cole Ltd,Healthcare,South,Small,Organic,5,13.67,6,1,288,0
Jason Walker,Wheeler-Hayes,IT,North,Small,Organic,16,25.77,14,1,261,1
Joseph Parker,Burton Group,IT,South,Small,Email,46,14.86,5,0,327,0
Jason Johnson,"Delgado, Smith and Butler",IT,North,Medium,Organic,38,27.37,15,0,260,0
Tyler Callahan,"Hernandez, James and Johnson",Education,East,Large,Ads,10,11.76,13,1,197,1
Christian Garcia,Wright-Howard,Healthcare,West,Small,Organic,50,6.59,1,0,152,1
Gene Parks,Holmes-French,Retail,North,Medium,Organic,39,12.77,11,1,173,1
Luke Brown,Willis-Andrews,IT,West,Medium,Webinar,14,1.61,5,0,1,0
Clifford Hanson,Morrison-Webster,Finance,West,Small,Webinar,10,27.79,15,1,54,1
Richard Rice,Hood PLC,Healthcare,East,Medium,Organic,20,8.44,13,0,335,0
Kevin Galvan,Pearson-Townsend,Retail,North,Small,Email,38,27.85,9,0,272,0
Michael Martinez,Flores-Smith,Healthcare,West,Medium,Email,47,23.39,9,1,65,1
David Brown,"Vincent, Malone and Davidson",Finance,West,Small,Organic,4,23.31,7,1,41,1
Misty Vasquez,Dyer-Stewart,Retail,West,Medium,Organic,36,25.57,14,0,176,0
Grant Williams,Garcia-Oliver,Healthcare,South,Medium,Email,17,25.23,2,0,217,0
Jennifer Benson,Pratt-Crane,Finance,South,Large,Organic,37,10.03,3,1,1,0
John Young,Miller-Randolph,Education,South,Large,Webinar,10,24.38,13,1,83,0
Michael Cervantes,Schwartz and Sons,IT,South,Small,Ads,43,16.47,19,1,338,1
Barbara Young,Miranda Group,Healthcare,East,Large,Organic,8,8.43,18,1,330,0
Zachary Brown,Juarez and Sons,Education,West,Large,Webinar,32,28.7,17,0,292,1
Melissa George,Hobbs Ltd,Education,East,Large,Ads,13,26.21,6,0,41,0
Kimberly Carrillo,"Romero, Farrell and Contreras",Education,West,Large,Ads,24,22.31,3,0,149,0
John Hayes,Webb Inc,Healthcare,East,Medium,Organic,31,22.65,6,0,204,1
Stacey Henderson,"Walker, Foster and Neal",IT,West,Small,Webinar,38,18.43,14,0,216,0
Stephanie Gray,"Sullivan, Wallace and Goodman",Retail,South,Small,Webinar,42,15.17,14,1,12,1
James Morgan,"Young, Young and Henson",Finance,East,Large,Organic,29,15.15,1,0,106,1
Amber Diaz,Lutz-Figueroa,Retail,West,Small,Ads,28,15.05,14,0,19,1
Amy Diaz,Ferguson Group,Education,South,Small,Email,14,26.29,2,0,99,0
Taylor Wagner,Ford and Sons,Education,South,Large,Ads,35,27.02,16,0,261,1
Keith Gomez,Woods and Sons,Finance,South,Small,Email,15,28.42,4,1,265,1
Dennis Williams,Burns-Merritt,Retail,East,Large,Email,12,2.41,4,0,185,0
Roberto Jackson,White and Sons,Finance,South,Large,Organic,34,13.12,17,1,141,1
Paul Gentry,Lamb LLC,Retail,North,Medium,Webinar,15,28.57,20,1,270,1
Christy Carter,Ponce Group,Education,South,Medium,Email,27,24.19,13,0,229,1
Justin Hernandez,"Patterson, Jones and Tran",IT,North,Medium,Organic,37,27.73,4,1,323,1
Jessica Barron,Rivera-Patterson,IT,East,Small,Webinar,18,24.81,0,0,302,1
Michael Estrada,Cook LLC,Education,East,Large,Organic,22,17.37,7,0,35,1
Steve Yang,Nguyen Inc,Healthcare,North,Medium,Organic,6,22.34,12,0,222,1
Rachael Hunter,"Jenkins, Jones and Kramer",Healthcare,North,Large,Ads,23,27.88,1,0,172,0
Daniel Friedman,"Richards, Wilson and Lewis",Finance,North,Medium,Webinar,24,18.18,18,1,290,1
Roger Phillips,"Contreras, Barrett and Holt",Healthcare,South,Small,Ads,41,12.63,5,0,60,1
Andrea Washington,Ray-Graham,Healthcare,North,Small,Ads,48,5.83,4,1,300,1
Deborah Wallace,Smith-Bell,Retail,South,Medium,Webinar,14,9.33,12,0,319,0
Gerald Pace,Chavez-Parker,IT,South,Large,Ads,40,19.1,3,0,190,1
David Moore,Cook Inc,Healthcare,South,Large,Email,44,13.15,5,1,360,1
Jennifer Thompson,"Rogers, Ingram and Webb",Healthcare,West,Small,Email,9,8.78,17,1,213,1
Lisa Franco,"Fox, Martin and Spencer",Finance,South,Medium,Email,14,18.71,7,0,103,1
Johnny Vasquez,Hanna PLC,Healthcare,West,Small,Email,7,20.8,8,0,296,0
Christina Davis,Jones LLC,Education,North,Medium,Ads,19,22.14,6,1,359,1
Scott Garner,Williams-Cole,Healthcare,West,Small,Email,6,7.62,20,1,215,0
Marcia Brooks,"Johnson, Murphy and Nguyen",Education,East,Medium,Email,17,15.55,9,0,317,0
Jason Lang,Benton LLC,Healthcare,South,Medium,Email,32,9.62,0,1,288,1
James Morgan,Skinner Ltd,Healthcare,North,Small,Ads,36,28.43,15,1,83,1
Lisa Boyd,Santos-Watson,Healthcare,South,Small,Webinar,14,16.9,4,0,150,0
Erin Hayden,Walker-Sellers,Healthcare,South,Small,Webinar,44,11.68,17,1,334,1
James Simon,Ross Group,Retail,East,Large,Organic,13,3.22,0,1,68,1
Jared Miranda,"Richardson, Rogers and Moore",IT,West,Large,Email,1,16.2,7,1,128,1
Rachel Wood,Marsh LLC,Healthcare,North,Small,Organic,31,24.46,4,0,177,1
Michael Lewis,Malone LLC,Retail,East,Medium,Ads,46,29.52,11,0,316,0
Krista Wallace,Jimenez-Wilson,IT,North,Small,Ads,19,9.97,7,1,242,1
Daniel Clark,Long-Guerrero,Retail,South,Small,Organic,38,18.52,3,1,48,1
Stanley Jimenez,Medina-Tran,Education,East,Small,Ads,1,17.96,10,1,310,0
Tammy Valdez,Rivera-Mendoza,Education,West,Medium,Email,20,3.97,6,0,209,1
Cheryl Wall,Sanchez-Stewart,IT,East,Medium,Organic,13,17.07,4,1,303,0
Jacob Harrison,"Garcia, Prince and Sherman",Education,East,Large,Email,24,19.26,13,0,83,0
Regina Young,Hess-Torres,Education,North,Large,Email,29,29.16,13,1,310,1
Traci Ali,"Sutton, Moreno and Parker",Finance,South,Medium,Webinar,6,11.71,2,1,117,1
Sarah Brown,Ruiz and Sons,Finance,South,Large,Organic,27,26.21,16,0,97,0
Elizabeth Thomas,Castro-Butler,IT,East,Small,Ads,44,12.67,18,0,102,0
Morgan Jones,Scott-Jackson,IT,West,Small,Email,11,10.55,0,0,44,0
Samantha Davis,Morris and Sons,Finance,East,Medium,Organic,37,13.14,1,1,334,1
Mrs. Candace Hunter DDS,Sanchez-Peterson,IT,East,Large,Email,34,12.54,2,0,116,1
James Jacobson,"Mathews, Hill and Floyd",Education,West,Medium,Ads,17,9.82,1,1,157,0
Tracy Brown,Woods-Davis,Education,East,Small,Ads,44,16.29,8,0,251,0
Courtney Campbell,Powell Group,Retail,East,Medium,Email,5,17.57,6,0,226,1
Mark Stevens,"Russell, Lee and Jones",Retail,North,Medium,Email,5,24.78,16,1,91,0
Lisa Hudson,Hendricks-Williams,IT,East,Medium,Webinar,25,29.32,11,1,108,1
Danielle Wolfe,"Dixon, Brooks and Estrada",Education,East,Medium,Email,19,18.21,10,0,142,1
Bradley Vaughn,"Weber, Williams and Dunlap",Finance,North,Large,Ads,24,11.58,0,0,311,0
Samantha Morrow,"Smith, Carroll and James",Healthcare,South,Medium,Email,30,7.74,17,1,22,1
Deborah Smith,Lopez-Harris,Healthcare,South,Medium,Webinar,7,17.12,19,0,319,0
Sabrina Lowery,Harris-Kent,IT,South,Small,Email,9,25.17,15,1,295,0
Marcus Mclaughlin,Peterson Group,IT,East,Large,Ads,11,14.06,7,1,246,1
Aaron Kaufman,Adams Inc,Retail,North,Small,Organic,34,25.5,2,0,111,1
Dave Kim,Miller and Sons,Finance,South,Medium,Email,23,24.79,14,0,263,0
Justin Allen,"Ford, Clarke and Edwards",Finance,West,Medium,Organic,29,29.45,2,1,129,1
Joseph Mcbride,Graves and Sons,Retail,South,Medium,Organic,4,19.63,6,0,256,0
Cody Short,Noble-Reynolds,IT,North,Medium,Ads,37,17.06,19,1,229,1
Scott Jackson,Conrad Inc,Education,East,Large,Email,17,8.54,13,0,274,0
Michelle Arroyo,"White, Martinez and Smith",Healthcare,South,Large,Email,16,9.49,17,1,20,1
Micheal Doyle,Herrera PLC,Retail,East,Large,Webinar,32,4.13,20,0,201,0
Nathan Garrett,Clark and Sons,Education,East,Medium,Webinar,20,1.67,16,0,316,1
Rebecca Mitchell,"Green, Baxter and Stephenson",Healthcare,North,Medium,Ads,1,11.11,4,1,251,0
Jeremy Lopez,Jimenez-Frye,Retail,East,Medium,Email,48,18.56,13,0,349,1
Carol Reyes,"Carroll, Hayes and Rubio",Education,West,Small,Ads,36,17.47,15,0,170,0
Madeline Acevedo,"Bradley, Stewart and Roth",Retail,West,Small,Email,50,15.1,0,1,226,1
Trevor Franklin,Ryan-Waters,Education,South,Medium,Email,8,25.37,8,1,4,0
Donna Owens,Coleman-Greer,Education,East,Large,Ads,6,5.89,12,1,26,0
Cristian Pearson,"Moore, Wall and Barker",IT,South,Small,Email,10,22.29,7,0,103,1
Alicia Nelson,Skinner-Hernandez,Finance,West,Small,Email,23,21.66,10,1,113,1
Alison Perez,"Kelly, Thomas and George",Retail,West,Small,Ads,46,12.29,16,0,346,1
Edwin Smith,"Daniel, Fields and Harris",IT,East,Large,Email,16,12.48,1,0,105,1
Anthony Carter,Smith Ltd,Healthcare,West,Small,Email,33,12.08,6,1,134,1
Thomas Rodriguez,Porter-Ramirez,Healthcare,South,Medium,Organic,29,20.21,16,1,56,1
Rebecca Ruiz,Molina-Young,Healthcare,South,Large,Webinar,31,5.43,9,1,206,1
Lisa May,Nunez-Parker,Education,North,Small,Ads,13,11.92,13,0,334,1
Gary Brown,"Lopez, Mills and Jordan",Finance,North,Large,Organic,10,25.13,6,1,147,0
Richard Jordan,Parks-Mitchell,Retail,South,Medium,Organic,38,2.72,15,1,157,1
Neil Gentry,Day PLC,Healthcare,North,Small,Ads,45,25.29,5,1,50,1
Michael Powell,"Castaneda, Martin and Alvarez",Healthcare,South,Small,Email,16,1.37,17,0,90,0
James Hernandez,Graham-Villegas,Healthcare,West,Large,Email,38,13.66,2,0,312,0
Alan Price,Johnson Group,Retail,North,Small,Ads,7,19.9,6,1,125,0
Robert Moore,Stewart Group,Retail,East,Medium,Webinar,31,26.23,16,1,82,1
Seth Jensen,Martin and Sons,Retail,West,Medium,Ads,17,14.62,10,1,97,1
Lindsay Burton,"Roberts, Page and Nguyen",IT,South,Small,Ads,26,5.77,0,0,248,1
Jose Hughes,Turner Ltd,IT,South,Medium,Ads,14,29.42,5,0,321,1
Chad Friedman,Carlson Ltd,Finance,East,Medium,Organic,7,24.04,6,0,145,1
Samuel Garcia,"Miller, Mccarty and Koch",Education,East,Large,Email,20,12.03,17,1,47,1
Dalton Osborn,Ford-Sparks,Education,East,Large,Ads,13,3.27,9,0,275,1
Brett Harper,Johnson-Howard,Retail,East,Medium,Ads,47,17.01,16,0,354,1
Richard Riley,Jones-Edwards,Finance,South,Small,Email,24,15.42,20,1,59,1
Kristin Chambers,"Garcia, Wallace and Morris",Finance,South,Medium,Webinar,7,12.74,0,1,264,0
Joshua Stone,"Ward, Sherman and Stanley",IT,West,Large,Email,7,12.57,15,1,187,1
Daniel Holmes,Morales Inc,IT,West,Large,Ads,41,1.69,0,1,246,1
Richard Mills,Peters LLC,Education,West,Medium,Ads,44,22.33,5,0,12,1
Jeffrey Woodard,"Holder, Maldonado and Hayes",Healthcare,North,Medium,Email,44,13.73,5,0,151,1
Mark Barry,"Gonzalez, Poole and Hensley",Education,South,Large,Webinar,40,21.87,6,0,141,0
Victoria Jordan,Lopez Inc,Healthcare,North,Large,Email,33,2.6,4,0,16,0
Christopher Huang,"Gibson, Hebert and Garza",IT,East,Small,Ads,17,7.17,14,0,267,0
Marissa Thomas,Pena-Cervantes,IT,North,Medium,Organic,13,5.27,1,0,226,1
Peter Wall,Shelton PLC,Finance,South,Medium,Email,20,25.62,9,0,99,1
David Newton,"Young, Williams and Rogers",IT,East,Small,Organic,49,7.64,16,1,245,1
Alyssa Villanueva,Kennedy PLC,Finance,East,Small,Webinar,32,27.17,4,1,97,0
Maureen Zamora,Benton Inc,Healthcare,South,Small,Email,41,9.8,9,1,270,1
Mrs. Jessica Elliott MD,Wolfe PLC,Healthcare,East,Small,Organic,50,26.84,8,0,12,0
Louis Ward,"Bryant, Morgan and Huang",Healthcare,East,Large,Webinar,28,10.33,6,1,157,1
Eric Conley,"Shields, Williams and Jensen",IT,West,Small,Organic,35,14.22,16,1,220,1
Amanda Guerrero,"Oconnell, White and Jacobson",Healthcare,West,Small,Ads,39,16.61,2,0,203,1
Louis Sanders,"Newton, Schmidt and Mcgee",Retail,North,Small,Webinar,6,15.29,6,1,296,0
Whitney Davis,Pham Ltd,Finance,North,Small,Ads,25,25.2,14,0,104,0
Cynthia Schmitt,Andrews Inc,Retail,North,Large,Ads,23,27.44,19,1,42,1
Mary Evans,"Thompson, Jackson and Ramsey",Retail,East,Medium,Ads,1,6.04,16,0,26,1
Maureen Mccoy,Johnson Inc,Retail,North,Large,Email,35,13.43,11,1,126,1
Michael Erickson,"Lopez, Alvarado and Newman",IT,South,Large,Webinar,32,18.08,11,1,177,1
Gregory Lynch,"Bradley, Zimmerman and Mullins",IT,South,Large,Organic,6,24.66,20,0,170,0
Maria Lopez,Brown-Donovan,Retail,North,Small,Ads,29,18.65,14,1,192,1
Katie Price,"Carter, Bush and Hampton",Finance,West,Small,Ads,35,15.42,11,0,62,0
